F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,Label
5.3494,3.2495,4.2182,2.6815,0.59213,2.9841,2.1969,3.6834,5.6972,4.0574,1.9162,2.3806,5.0923,0.69515,2.6122,4.4145,1.218,3.2817,2.5145,2.103,5.4969,7.3174,2.1372,2.5306,1.1272,6.9346,5.1549,1.636,4.3988,3.3552,3,Parallel
0.88578,2.5324,3.0277,1.9364,1.2787,0.85354,1.0508,3.4813,2.114,1.4758,1.6692,3.828,2.255,0.69918,1.9695,1.174,2.1738,2.2298,2.9445,1.4688,2.2416,0.061218,1.8102,3.2416,1.0096,1.8049,1.6851,0.75797,2.6185,2.1355,3,Parallel
4.5312,1.6471,0.096805,0.63054,1.3476,1.5214,0.96936,0.81389,0.81762,0.70227,1.2166,1.5353,1.0782,2.015,0.41928,1.4308,0.60587,0.80538,1.4432,0.32787,0.64647,0.53545,0.76496,1.1918,0.39324,1.49,2.2192,1.3708,0.16674,2.0273,3,Parallel
4.0373,1.8435,2.2593,1.0517,0.69691,1.6638,1.3665,0.68504,1.442,0.51999,1.381,1.3916,0.298,1.6756,0.93361,1.1494,0.78985,1.7029,0.44527,0.5863,1.0439,2.1407,2.292,4.33,2.1763,0.076143,0.40618,0.45876,1.4592,1.2246,3,Parallel
1.6605,1.1584,0.12442,0.24115,2.2518,1.4156,1.8103,1.6474,1.8548,1.5037,2.2554,0.69936,1.4328,1.8021,1.6346,2.8383,2.9821,1.1526,0.23153,0.86492,1.5874,0.85971,0.51518,1.6734,1.6196,2.4452,0.19509,1.4473,1.2572,1.9307,3,Parallel
0.12141,1.6762,1.414,1.3611,4.7565,3.1087,1.5749,4.9504,1.278,2.0744,2.1063,1.1518,0.38466,2.326,1.3223,1.0751,2.6679,0.61072,1.4624,1.9396,3.0712,1.0465,3.1106,3.5147,2.3307,0.33892,2.1608,2.8228,0.7679,2.3271,3,Parallel
2.279,2.593,1.8846,0.99865,3.7237,3.1203,1.6733,1.0891,2.5083,1.2316,3.6712,0.90547,1.6501,2.3268,1.9852,3.4937,1.2525,4.2773,4.0107,2.5567,1.1346,0.97299,1.3994,1.0852,1.9006,2.7165,1.1658,0.65722,2.274,0.76448,3,Parallel
0.97927,2.8286,2.0682,2.2103,0.43653,2.3758,1.1319,1.7611,3.3397,1.8119,2.1293,2.0139,0.82311,1.2217,0.82467,0.92202,1.4164,1.8658,3.0046,1.2116,1.3235,2.1452,0.71102,1.1137,1.6796,2.1474,0.64431,1.1453,1.8782,1.7239,3,Parallel
5.6776,2.4141,2.9664,1.3543,1.2379,1.3457,0.95341,2.6275,3.7359,1.4489,1.6402,1.0491,1.2481,1.522,0.54773,2.0726,1.6463,1.0293,0.68147,0.76463,0.76857,2.349,1.3357,0.45323,3.0048,1.2431,0.9598,1.2986,1.5617,3.5308,3,Parallel
2.397,2.4547,2.8493,2.4702,1.5398,2.0806,4.3324,1.4675,0.57841,2.4672,2.3282,1.6801,2.2804,1.0748,3.343,0.41788,0.83611,3.2032,0.82694,2.2268,0.4915,2.0648,1.0703,2.4183,1.74,2.4461,3.001,0.9562,2.8865,2.3006,3,Parallel
0.65602,1.5284,1.8516,1.9651,1.1731,1.3967,0.47441,1.8566,0.79932,2.403,0.94918,0.64198,0.26198,2.7657,2.4389,0.80959,1.4176,1.6397,2.2279,1.598,0.79731,1.5908,1.5049,3.044,0.394,1.0625,2.1659,1.6092,1.7134,1.306,3,Parallel
1.5864,1.301,1.9359,1.6136,1.506,1.6982,3.28,0.78174,1.5411,1.3099,0.97342,1.1342,2.6285,1.518,0.93189,0.8306,0.64731,1.3564,2.3378,3.2722,2.424,1.8699,1.6054,1.5214,1.0402,2.5011,1.5286,1.0222,2.3383,0.70628,3,Parallel
2.7284,0.44644,3.4371,2.6553,0.97773,0.75612,1.1527,1.5693,1.3179,2.4642,0.64007,2.1021,1.7355,0.81634,0.23556,2.7688,0.28004,2.0332,1.0289,1.6231,0.28014,2.8897,1.6244,2.3767,1.3064,0.36954,1.0078,2.1097,0.94296,0.95054,3,Parallel
0.81785,1.2814,0.9346,3.7416,0.93574,2.791,2.9318,1.0493,1.652,1.8613,1.963,0.19773,2.5385,1.4687,1.2817,1.1307,1.4339,2.0877,0.53263,3.3157,1.0001,2.8803,0.49522,1.9106,2.018,1.1198,1.1816,0.23964,2.551,0.64746,3,Parallel
3.7145,1.5368,0.62686,0.60464,5.7273,1.5665,3.1383,3.8162,1.134,1.919,6.0259,4.0728,3.179,2.4001,2.8547,0.80501,1.1734,0.75325,3.3696,2.712,2.7839,3.082,0.47368,2.7337,1.5153,5.0571,3.4351,3.977,3.0577,3.0283,3,Parallel
0.10295,3.1205,2.5336,1.922,2.5717,0.92775,2.6802,2.7071,0.70563,1.1794,1.2463,1.9383,0.94021,2.9332,2.1203,1.436,3.3153,1.5431,0.79462,2.4792,0.77913,1.4541,1.745,2.9036,1.3208,1.1389,1.3302,2.3131,2.1869,1.5516,3,Parallel
4.114,1.2946,0.7193,1.1653,0.54937,0.46974,2.7832,1.9564,0.66712,1.7858,1.3106,0.68305,0.44025,1.0581,0.8872,1.1327,0.75492,2.3847,1.7625,0.82311,2.0897,1.1853,0.96237,0.76105,0.15634,0.73956,1.1807,0.76438,2.1156,2.2591,3,Parallel
0.26138,0.32748,1.1184,1.1886,1.498,2.8505,3.6107,3.2861,2.6098,2.2169,3.0488,1.9249,1.1165,3.1848,0.79732,0.52085,1.4809,2.1834,0.37082,4.0166,2.8818,3.0584,1.2695,4.5209,2.0301,3.9904,1.3946,2.668,1.7961,2.6079,3,Parallel
1.7852,1.4458,2.4038,2.4694,1.5146,1.6977,0.99144,0.65813,1.0686,2.2298,1.273,2.2383,1.7554,2.0532,2.0021,2.332,0.41437,2.1081,2.0559,1.4476,1.8231,1.5405,3.4005,1.5393,0.25612,0.33509,1.2724,2.5815,2.2736,0.54598,3,Parallel
5.0793,2.4937,2.0123,1.7244,1.367,3.4163,3.926,4.1301,3.3204,2.5453,3.0025,3.433,0.51301,3.4899,1.7776,2.782,2.0631,2.2203,1.7147,3.8246,0.37936,1.7852,1.8249,4.5124,1.5954,2.1719,3.8517,1.1198,0.36153,3.5275,3,Parallel
1.6678,0.46129,2.9928,0.91246,3.6695,1.8939,2.701,1.212,0.16095,0.70941,0.30194,1.147,0.58528,0.18475,2.1515,0.55035,1.0894,1.7282,0.84065,0.23218,0.99267,1.4599,0.98256,0.23104,1.2606,1.2383,0.11658,0.97312,0.75294,2.2712,3,Parallel
0.21353,2.3843,0.85666,0.56193,1.8406,1.015,0.85281,1.3686,3.0396,1.9093,0.65194,1.6727,1.8038,1.8859,2.8021,0.51098,1.6282,3.0338,3.3889,2.0404,1.3151,1.1501,2.7487,1.3125,1.3102,1.0008,1.6337,1.7326,2.7726,2.9405,3,Parallel
1.5334,2.2645,1.265,1.7719,0.77043,1.7587,0.22401,2.297,0.32056,2.4904,1.1545,0.79375,0.2539,0.77741,1.5967,1.457,1.8488,1.7686,1.038,1.8103,0.41751,1.9461,0.65254,0.43666,0.55936,0.77307,2.6408,1.4741,1.1626,1.0342,3,Parallel
1.6152,2.0237,0.88581,1.5358,0.75485,0.14301,1.2876,1.6672,2.2149,0.83306,1.4861,2.4754,0.56164,0.30876,0.79019,0.58738,0.45386,1.2579,1.7491,1.3867,0.34135,0.57719,0.43101,0.69462,1.6002,2.1595,0.84432,1.4585,1.278,0.81006,3,Parallel
1.634,3.7882,4.1527,3.7727,2.0073,1.6747,2.1815,0.7647,2.6464,2.5469,0.96127,0.42225,2.2934,2.1237,1.9369,2.9799,2.383,3.2635,1.3253,2.8848,4.1971,3.4457,1.0738,0.8957,2.7094,3.3203,4.5715,0.73743,0.70787,2.907,3,Parallel
3.6478,0.84706,1.9416,2.9777,0.27139,2.0122,1.4922,1.7468,2.2913,0.27974,1.8938,1.468,1.394,2.273,0.9215,0.53656,1.5575,0.87043,2.1661,1.2318,1.1364,1.4116,0.8291,1.2216,0.81083,2.1829,2.0478,1.7024,0.70668,2.0613,3,Parallel
0.8724,1.3179,0.55467,1.8944,1.2551,1.3834,2.3148,1.7242,2.1691,1.7979,1.7484,0.96568,0.52057,2.3386,1.8985,1.006,1.8824,1.781,1.4606,0.83266,0.5572,0.7634,2.1382,3.1462,1.1772,1.4006,1.1601,1.4974,1.1958,1.2542,3,Parallel
2.381,1.8315,0.70606,1.5281,1.4798,1.9006,1.7054,0.69537,0.89687,1.2563,1.0793,0.37036,1.7437,0.78618,1.706,1.2518,1.6951,1.8114,0.31579,1.2138,3.4811,0.8311,2.0756,2.0796,0.51093,1.0158,0.97047,3.5908,1.0004,1.9384,3,Parallel
3.12,4.4097,1.1541,3.3652,1.8027,1.342,1.4994,2.2885,1.035,3.0452,2.0915,1.4738,2.2866,0.70809,1.2796,2.3662,0.46734,1.8941,3.2655,0.24405,2.4799,1.243,0.78082,1.0179,2.1611,3.1231,2.1207,3.7965,2.1415,3.8628,3,Parallel
1.9245,0.69086,1.6776,2.5865,3.2467,1.8599,3.9304,1.9038,1.874,3.5331,0.57749,1.8399,1.7232,3.0803,2.3132,0.79806,0.90104,2.6126,2.4391,1.0231,0.94766,0.99755,2.7669,2.8049,4.0921,1.6984,0.88815,1.0976,0.53121,1.6255,3,Parallel
0.37075,2.6101,2.432,1.3708,0.62883,0.26515,1.4238,1.7494,1.9544,0.57561,1.7788,1.0965,1.5005,0.73235,1.833,3.7378,3.294,2.7131,1.6544,2.1395,1.7422,1.4032,2.2369,3.0739,1.5568,1.52,1.0399,0.91034,1.4916,0.65814,3,Parallel
0.61604,3.1362,4.1516,0.45499,2.5395,2.0661,1.9502,2.7086,1.4378,1.7905,0.46208,1.1055,0.39967,1.7514,0.98467,3.1891,2.1034,0.68772,0.61823,0.164,0.25492,2.5151,2.1336,4.1451,3.4884,2.9478,1.9535,0.38011,2.228,0.95996,3,Parallel
4.306,2.2296,2.4106,3.2654,0.92125,2.8782,2.984,4.2045,1.2288,1.5776,2.1262,1.2705,1.6645,1.5687,5.1825,3.3499,2.3358,3.0914,2.5605,0.56371,0.79625,5.7374,2.1152,2.9703,4.0125,2.0221,2.2005,0.38865,5.5294,2.5377,3,Parallel
0.17696,1.4137,1.4302,0.4996,0.92116,0.12437,2.1062,1.214,1.5218,0.74161,2.4921,1.5359,3.1506,1.3594,2.2061,1.1481,0.53491,1.6909,1.8945,1.4435,0.49496,1.2051,0.49727,2.2518,1.6556,1.1088,3.3519,3.1693,1.1399,1.0597,3,Parallel
