F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,Label
2.0462,1.0674,0.25065,0.4627,0.53676,0.46261,0.72504,1.0921,0.54984,0.29587,0.26555,0.29183,0.12351,0.20461,0.090506,0.085156,0.032257,0.019571,0.089975,0.067451,0.036876,0.037849,0.15874,0.075343,0.044202,0.050495,0.028967,0.074366,0.055393,0.074555,0.032598,0.097638,0.010244,0.065836,0.095438,0.047585,0.12231,0.056263,0.030534,0.079023,0.048128,0.027064,0.015267,0.085053,0.029986,0.0076201,0.039591,0.031818,3,Parallel
1.9779,0.9884,0.29434,0.36966,0.33393,0.14938,0.62316,0.86429,0.72554,0.36693,0.3528,0.29282,0.17899,0.32995,0.061133,0.054186,0.053154,0.05984,0.053109,0.10878,0.0085997,0.056465,0.032651,0.030999,0.054146,0.046817,0.01581,0.090176,0.013806,0.02576,0.068201,0.028057,0.043686,0.022074,0.030061,0.068888,0.072565,0.048923,0.026891,0.071429,0.020458,0.06126,0.085781,0.033011,0.0070103,0.041149,0.070887,0.10327,3,Parallel
1.9147,0.96502,0.29745,0.28996,0.42042,0.26549,0.57989,0.84295,0.6535,0.30423,0.28524,0.24623,0.20176,0.31974,0.063343,0.061397,0.010202,0.12147,0.0071627,0.02448,0.046875,0.080128,0.032333,0.054281,0.055058,0.055737,0.029684,0.045842,0.057591,0.011186,0.063836,0.064977,0.011804,0.084598,0.078743,0.058449,0.033863,0.0049182,0.11003,0.079566,0.061266,0.05603,0.029504,0.07193,0.044961,0.047452,0.040798,0.060915,3,Parallel
1.9273,0.96377,0.29279,0.044424,0.69581,0.24104,1.5026,1.4096,1.0931,0.97472,0.86148,0.67829,1.1215,1.0847,0.32153,0.34242,0.10612,0.026647,0.14531,0.12298,0.063274,0.05508,0.068275,0.1233,0.07061,0.087641,0.056837,0.10225,0.070399,0.0076043,0.14104,0.042022,0.012356,0.037748,0.0963,0.0096719,0.068144,0.07699,0.038146,0.070677,0.076269,0.025612,0.031489,0.030185,0.046069,0.027991,0.028267,0.054813,3,Parallel
1.9214,0.97471,0.27767,0.089635,0.26514,0.14594,0.70481,0.79693,1.4239,0.77805,0.73383,0.70931,0.45223,0.52274,0.13899,0.15253,0.11989,0.048431,0.02007,0.065523,0.051469,0.053036,0.06012,0.047553,0.010396,0.027729,0.031211,0.052438,0.069811,0.023262,0.015279,0.020078,0.009694,0.04951,0.017913,0.076843,0.056497,0.064377,0.034539,0.036462,0.087599,0.028977,0.023579,0.035373,0.068903,0.11102,0.051728,0.027305,3,Parallel
1.9587,1.0125,0.24107,0.26235,0.62458,0.17299,0.72664,1.0213,0.82183,0.46755,0.32675,0.44084,0.18571,0.3925,0.093455,0.04472,0.09066,0.084425,0.037453,0.048594,0.087803,0.027665,0.067526,0.12985,0.11562,0.045393,0.067311,0.095723,0.042414,0.087788,0.11206,0.05507,0.040576,0.050553,0.024029,0.043172,0.080506,0.093246,0.065503,0.054104,0.027425,0.05381,0.036215,0.016201,0.028636,0.044735,0.10487,0.066792,3,Parallel
1.8137,0.93725,0.27423,0.50185,1.1534,0.34642,2.5179,1.7765,1.8231,1.0302,1.09,1.019,1.3208,1.3591,0.30658,0.18768,0.16635,0.093012,0.050867,0.087365,0.065425,0.1407,0.10752,0.084069,0.025043,0.06535,0.064347,0.084535,0.053868,0.076289,0.16934,0.098646,0.14527,0.10343,0.057538,0.059529,0.14479,0.08647,0.061688,0.13152,0.13658,0.16075,0.087966,0.1069,0.17292,0.044535,0.025599,0.064403,3,Parallel
1.883,0.92775,0.32846,0.15612,0.26026,0.47125,0.6079,0.79588,0.58658,0.40276,0.49959,0.39545,0.25062,0.41554,0.077792,0.062057,0.040532,0.11971,0.055394,0.03352,0.065647,0.032036,0.022704,0.12027,0.030326,0.043677,0.053406,0.049639,0.046277,0.059505,0.080091,0.044374,0.032806,0.036698,0.038279,0.067954,0.029696,0.014271,0.019591,0.031424,0.048773,0.030085,0.085371,0.080129,0.050593,0.011659,0.05273,0.045248,3,Parallel
1.9799,0.98896,0.27635,0.15812,0.38117,0.143,1.4877,1.3201,0.84188,0.75497,0.69092,0.72486,0.78323,0.78885,0.25905,0.20999,0.085533,0.083569,0.073193,0.012483,0.12027,0.043059,0.066531,0.038694,0.053965,0.014871,0.083101,0.042029,0.078545,0.069975,0.048319,0.033828,0.023602,0.058709,0.06762,0.025103,0.04011,0.084291,0.061817,0.053995,0.018836,0.047986,0.041164,0.053929,0.042577,0.10685,0.14234,0.028273,3,Parallel
1.902,0.9966,0.29197,0.21913,0.74922,0.45396,1.4602,0.38244,1.1618,0.10946,0.22913,0.18749,0.11302,0.56258,0.21461,0.21324,0.054446,0.081066,0.072235,0.011588,0.067409,0.043722,0.058312,0.026316,0.039182,0.053878,0.076943,0.11145,0.098632,0.091726,0.14805,0.13356,0.095871,0.10808,0.037301,0.011745,0.062348,0.10546,0.0216,0.086766,0.079797,0.079347,0.029529,0.093162,0.092991,0.076776,0.064622,0.0631,3,Parallel
1.8785,1.0003,0.21833,0.1079,0.63614,0.21848,1.5805,1.4398,1.2862,1.2109,1.0745,0.96499,1.1659,1.0338,0.3665,0.30436,0.10234,0.039514,0.036538,0.17208,0.090636,0.14041,0.14655,0.074159,0.022329,0.1424,0.069286,0.10553,0.085869,0.01521,0.096425,0.1107,0.12934,0.10605,0.12626,0.049733,0.06292,0.12739,0.11385,0.094854,0.084061,0.05102,0.033269,0.096459,0.029168,0.1041,0.10417,0.092891,3,Parallel
1.8928,0.96687,0.315,0.69777,0.5344,0.34367,0.50836,1.1637,0.2881,0.61438,0.49745,0.13445,0.39904,0.51624,0.23402,0.067792,0.042228,0.09371,0.031378,0.12918,0.074108,0.0097211,0.049236,0.019904,0.067574,0.040164,0.062818,0.016285,0.040453,0.077298,0.056993,0.12524,0.031894,0.045914,0.005506,0.042151,0.088791,0.080563,0.10089,0.058354,0.076738,0.0036704,0.051248,0.036327,0.052831,0.027487,0.040088,0.05573,3,Parallel
1.8747,0.948,0.27729,0.42024,0.30813,0.12192,0.38013,0.70503,0.48141,0.18312,0.20126,0.25231,0.18839,0.19143,0.039462,0.14519,0.045913,0.1141,0.0075933,0.081947,0.035837,0.056685,0.042014,0.083328,0.029848,0.064775,0.011484,0.061875,0.062664,0.054436,0.096869,0.033739,0.02203,0.066475,0.0066582,0.028239,0.040834,0.031678,0.01773,0.041016,0.048628,0.030697,0.059886,0.04003,0.019871,0.07373,0.029289,0.041429,3,Parallel
1.978,0.97409,0.34027,0.33069,0.7077,0.30129,0.73944,0.83817,0.32932,0.27514,0.38934,0.44964,0.27183,0.23674,0.15646,0.025361,0.072305,0.047592,0.01986,0.045097,0.039424,0.047669,0.009068,0.039314,0.036663,0.086204,0.033189,0.054319,0.057477,0.024016,0.038601,0.042261,0.013312,0.056289,0.024455,0.099185,0.035088,0.041998,0.010728,0.034405,0.028617,0.080294,0.057025,0.064135,0.020175,0.023299,0.033589,0.043673,3,Parallel
1.5722,0.83544,0.35437,0.37141,0.61977,0.64191,2.7788,2.6787,2.4609,1.9795,2.0599,1.9754,2.025,2.0087,0.44553,0.5441,0.099206,0.15236,0.16531,0.16102,0.098034,0.12313,0.014384,0.091868,0.16721,0.12964,0.235,0.1213,0.13961,0.093178,0.029194,0.036109,0.042277,0.11833,0.017105,0.25459,0.30995,0.21338,0.12457,0.24442,0.018725,0.11512,0.18704,0.099554,0.036461,0.20473,0.17428,0.083283,3,Parallel
2.2888,1.109,0.41231,0.085073,1.3842,0.91275,3.4288,3.3196,2.2947,1.3298,1.3995,1.3974,1.1708,1.0711,0.22235,0.13712,0.075512,0.24492,0.13168,0.035522,0.11502,0.16269,0.092988,0.074991,0.15461,0.033991,0.27541,0.1162,0.12287,0.10462,0.13361,0.18751,0.067915,0.13263,0.12034,0.33691,0.066277,0.16099,0.040214,0.079672,0.092708,0.050872,0.1785,0.11003,0.056517,0.12894,0.043585,0.064271,3,Parallel
1.9412,0.96142,0.31419,0.19047,0.58281,0.27416,1.1936,1.2849,0.4397,0.13499,0.16306,0.17899,0.17612,0.13557,0.064537,0.10974,0.055342,0.0089282,0.0074301,0.028428,0.034402,0.054242,0.016786,0.086927,0.041266,0.020242,0.033956,0.011058,0.037313,0.034825,0.043734,0.027778,0.02975,0.1081,0.050098,0.0219,0.058725,0.022927,0.055595,0.079023,0.099536,0.064864,0.022527,0.0057281,0.03625,0.050501,0.01515,0.021848,3,Parallel
1.8429,0.87809,0.29359,0.15172,0.57519,0.23592,1.5414,1.6398,1.4151,1.2123,1.1969,1.0709,1.3718,1.2826,0.26387,0.266,0.032564,0.091879,0.13849,0.028754,0.057769,0.052635,0.051279,0.063832,0.15559,0.083205,0.077161,0.079943,0.089015,0.097127,0.023234,0.070871,0.067541,0.048566,0.03091,0.010425,0.046172,0.054883,0.10664,0.14372,0.068724,0.050815,0.083575,0.10103,0.055722,0.059673,0.11754,0.017773,3,Parallel
1.9955,0.99088,0.30713,0.1611,0.18489,0.20334,0.42795,0.77651,0.59337,0.21257,0.2008,0.13062,0.14574,0.24798,0.15298,0.061283,0.072142,0.10942,0.10683,0.048015,0.086936,0.05461,0.066043,0.030744,0.043562,0.064796,0.0073835,0.041268,0.009906,0.047531,0.0057496,0.035939,0.020578,0.041157,0.0099117,0.04158,0.038828,0.052928,0.071044,0.01373,0.048674,0.035522,0.014217,0.046022,0.060033,0.059044,0.041733,0.022082,3,Parallel
1.7519,0.89947,0.23663,0.15999,0.47082,0.24699,1.3649,1.2595,0.87224,0.81553,0.88832,0.78098,0.78394,0.79587,0.19374,0.1841,0.07992,0.054998,0.026708,0.042974,0.085371,0.054375,0.044014,0.048546,0.072875,0.059762,0.045903,0.036414,0.046101,0.047114,0.034374,0.053107,0.023983,0.01443,0.033058,0.014002,0.085056,0.035543,0.036785,0.041771,0.084391,0.022178,0.024696,0.035459,0.033099,0.079006,0.057272,0.051024,3,Parallel
1.8615,0.91283,0.34643,0.6733,0.94176,0.96699,1.6427,1.4521,0.76513,1.0563,1.0296,0.94433,0.90457,1.2511,0.2944,0.45881,0.087581,0.086698,0.068703,0.011893,0.075742,0.015508,0.049619,0.079861,0.11747,0.05254,0.14742,0.10065,0.063453,0.020078,0.024979,0.032875,0.0049874,0.045173,0.049666,0.026163,0.01672,0.033038,0.070015,0.084555,0.1131,0.017293,0.049201,0.069896,0.053576,0.026476,0.058369,0.078417,3,Parallel
1.8266,0.9015,0.30559,0.31774,0.30003,0.43761,0.64701,1.0428,0.89202,0.24482,0.36619,0.48896,0.74678,0.78692,0.015508,0.074519,0.027416,0.12395,0.041491,0.063904,0.017452,0.06412,0.029948,0.074373,0.02238,0.078435,0.053057,0.03371,0.068246,0.077189,0.13496,0.19582,0.062308,0.012518,0.028594,0.053604,0.057226,0.054991,0.044742,0.019979,0.088058,0.012119,0.031679,0.078534,0.01399,0.063718,0.099054,0.058971,3,Parallel
1.834,0.91673,0.30574,0.15388,0.38529,0.17439,0.46653,0.65647,1.0336,0.37423,0.47859,0.64128,0.5876,0.60876,0.069949,0.08054,0.087826,0.017868,0.095994,0.043281,0.084435,0.029058,0.031153,0.040475,0.074958,0.11038,0.031769,0.048785,0.064894,0.012316,0.058949,0.062847,0.10029,0.0084417,0.044399,0.076924,0.065266,0.032664,0.028437,0.062552,0.055401,0.099779,0.057137,0.05818,0.10821,0.050492,0.021425,0.03225,3,Parallel
1.7734,0.89035,0.26015,0.20399,0.46007,0.083211,0.2639,0.34615,0.79108,0.23459,0.32816,0.38302,0.36412,0.4614,0.055429,0.065374,0.1008,0.067263,0.024356,0.034408,0.059221,0.064454,0.070889,0.034979,0.081694,0.06244,0.055092,0.025029,0.031237,0.018225,0.013617,0.050567,0.060336,0.021579,0.054065,0.1112,0.03358,0.02372,0.035283,0.018425,0.019598,0.041849,0.029851,0.059773,0.020321,0.024247,0.022691,0.026307,3,Parallel
1.9077,0.98997,0.20772,0.075711,0.35151,0.30983,0.29265,0.52569,0.98485,0.19486,0.23913,0.38966,0.32391,0.46131,0.098747,0.075625,0.057851,0.089143,0.036539,0.10918,0.015775,0.028261,0.022539,0.067114,0.037133,0.07015,0.059479,0.030972,0.029261,0.070594,0.082608,0.067453,0.011563,0.05494,0.045488,0.056562,0.022176,0.024587,0.013687,0.0357,0.03405,0.029793,0.029586,0.097996,0.043824,0.060382,0.049608,0.058113,3,Parallel
1.8865,0.94224,0.31123,0.25371,0.25675,0.062749,0.20859,0.46956,0.85651,0.22241,0.17356,0.29516,0.14538,0.26621,0.11277,0.019799,0.018936,0.059633,0.043524,0.07019,0.075626,0.054088,0.050813,0.088215,0.079111,0.034334,0.041495,0.037147,0.06929,0.016057,0.019207,0.0064796,0.067668,0.051813,0.027312,0.030039,0.023753,0.046705,0.036614,0.029182,0.0040713,0.074482,0.039712,0.0028771,0.065163,0.029505,0.043267,0.014947,3,Parallel
1.9343,0.97126,0.27982,0.21862,0.2506,0.24014,0.49911,1.2288,0.68405,0.19909,0.51737,0.59901,0.75162,0.80101,0.14499,0.17732,0.014206,0.020306,0.073065,0.06709,0.038916,0.064859,0.059066,0.036289,0.083585,0.10235,0.080366,0.035342,0.075264,0.032053,0.079777,0.088884,0.084551,0.07975,0.0066517,0.020511,0.080301,0.047068,0.048616,0.083529,0.010892,0.056151,0.10559,0.053837,0.055235,0.073243,0.068916,0.11337,3,Parallel
1.7746,0.871,0.35102,0.21787,0.81061,0.24925,1.8243,1.317,1.2338,0.84099,0.83657,0.87004,1.0176,0.97697,0.24655,0.2553,0.15875,0.11759,0.030589,0.071548,0.02063,0.13018,0.085064,0.092138,0.061695,0.097292,0.081246,0.057064,0.041651,0.099215,0.076421,0.0071288,0.095323,0.021785,0.030394,0.062648,0.059841,0.075817,0.068241,0.025569,0.040335,0.063642,0.059825,0.048372,0.12443,0.10456,0.047558,0.051315,3,Parallel
1.7472,0.86258,0.30146,0.17542,0.18506,0.26594,0.74333,0.74464,1.3848,0.61436,0.65195,0.57399,0.38415,0.23073,0.15624,0.1853,0.064538,0.013632,0.022853,0.10883,0.035256,0.040359,0.022035,0.069195,0.044695,0.027705,0.073606,0.045573,0.090353,0.040517,0.035555,0.092508,0.019092,0.019276,0.074168,0.031166,0.071422,0.053812,0.10517,0.086963,0.065277,0.091274,0.05024,0.039827,0.038059,0.019871,0.042817,0.066277,3,Parallel
1.7009,0.87533,0.1908,0.20316,0.66594,0.18846,1.6244,1.1442,1.0591,0.74763,0.79285,0.69931,0.89139,0.78109,0.287,0.15886,0.068233,0.015803,0.026842,0.086837,0.060367,0.1267,0.076813,0.16301,0.05263,0.054499,0.071327,0.03181,0.067798,0.050117,0.066777,0.042048,0.054088,0.080193,0.070002,0.0094729,0.065892,0.085339,0.020985,0.019044,0.034129,0.044866,0.056028,0.036986,0.064701,0.041045,0.089224,0.015181,3,Parallel
2.034,0.97643,0.39825,0.054125,0.27629,0.30668,0.83676,0.75207,1.5297,0.74172,0.67462,0.57476,0.50624,0.45893,0.12539,0.07364,0.041999,0.041034,0.083837,0.060518,0.051657,0.035299,0.023805,0.015682,0.017947,0.02296,0.035518,0.023319,0.10897,0.049544,0.074992,0.020366,0.038815,0.036767,0.01578,0.047389,0.048799,0.0082454,0.065282,0.030226,0.056966,0.026079,0.059211,0.043995,0.061947,0.0897,0.020192,0.089499,3,Parallel
1.796,0.94595,0.27045,0.44118,0.48561,0.47988,0.46017,0.77642,0.53111,0.35709,0.15783,0.23936,0.36734,0.42427,0.076141,0.077732,0.054734,0.042631,0.084712,0.013127,0.029537,0.053591,0.011816,0.037671,0.031709,0.033318,0.031219,0.019559,0.03473,0.093904,0.021228,0.039108,0.045186,0.059203,0.12921,0.053036,0.078569,0.10485,0.062398,0.046711,0.10998,0.034318,0.046711,0.032594,0.062135,0.047628,0.024512,0.030434,3,Parallel
1.8281,0.91264,0.30074,0.080224,0.1235,0.14972,0.759,0.66772,0.98014,0.5918,0.51884,0.41842,0.33374,0.3247,0.086176,0.075336,0.032655,0.012331,0.05085,0.033785,0.049613,0.014075,0.049623,0.029661,0.016875,0.0094319,0.024987,0.012961,0.072472,0.018799,0.042979,0.038967,0.041843,0.072626,0.021829,0.0085247,0.024267,0.013839,0.040455,0.033861,0.030093,0.051647,0.013377,0.015014,0.018347,0.035521,0.0075532,0.086228,3,Parallel
1.9474,1.0121,0.25555,0.10515,0.42975,0.32323,0.50872,0.25706,0.6333,0.52974,0.39627,0.42871,0.39754,0.39862,0.083815,0.049075,0.031181,0.085067,0.041738,0.028639,0.024706,0.015938,0.04653,0.039423,0.075411,0.0074818,0.080311,0.073983,0.049211,0.034175,0.047382,0.027101,0.06869,0.010149,0.1342,0.048231,0.038742,0.043029,0.035953,0.065361,0.004644,0.019952,0.075694,0.052979,0.0068494,0.024244,0.037588,0.11738,3,Parallel
1.7864,0.93745,0.17782,0.30412,0.57712,0.42148,0.48624,0.61878,1.0274,0.77678,0.41098,0.25009,0.077829,0.1121,0.31934,0.27203,0.040104,0.038732,0.018272,0.0224,0.087098,0.043536,0.062771,0.082685,0.088642,0.15307,0.02265,0.11351,0.053302,0.018418,0.073316,0.096467,0.032658,0.092837,0.080743,0.09145,0.057087,0.09224,0.11688,0.12066,0.035165,0.12644,0.030756,0.036509,0.048993,0.039828,0.088104,0.063561,3,Parallel
1.9318,1.0112,0.26108,0.33101,0.88438,0.36742,0.38458,0.89132,0.85733,0.64185,0.73812,0.75067,0.62558,0.70132,0.20055,0.18008,0.029153,0.12401,0.022348,0.017759,0.06111,0.05529,0.021604,0.0043003,0.011473,0.091543,0.080018,0.056996,0.056205,0.079724,0.032264,0.059136,0.054035,0.063957,0.039973,0.1224,0.012651,0.010537,0.091142,0.016919,0.033165,0.073644,0.02006,0.034467,0.06769,0.082589,0.052495,0.050787,3,Parallel
1.8111,0.95246,0.24403,0.39807,0.53381,0.33771,0.44812,0.63146,0.55892,0.52375,0.4633,0.4123,0.47128,0.59221,0.060047,0.11974,0.024823,0.047223,0.023744,0.0173,0.043837,0.037917,0.084899,0.031778,0.046747,0.033956,0.048573,0.028065,0.02297,0.03393,0.060993,0.056243,0.093418,0.061693,0.09091,0.057343,0.066521,0.022699,0.028777,0.11086,0.0507,0.02386,0.10515,0.057129,0.019341,0.023545,0.073188,0.056222,3,Parallel
1.7787,0.84841,0.33976,0.27429,0.38558,0.25372,1.4515,1.3951,1.3234,1.1034,1.1552,1.0773,1.178,1.1606,0.3958,0.33733,0.11256,0.10059,0.069446,0.08156,0.088946,0.13182,0.083606,0.065097,0.051459,0.084888,0.033249,0.10095,0.072304,0.044143,0.053895,0.035333,0.12335,0.090147,0.063716,0.047509,0.065019,0.019081,0.11722,0.058918,0.087252,0.043556,0.012229,0.055398,0.080561,0.060011,0.038978,0.14581,3,Parallel
1.8124,0.88174,0.35354,0.11988,0.30807,0.31939,1.1482,1.2645,1.0387,0.88056,0.9632,0.9779,0.94754,0.96681,0.29236,0.38337,0.0087737,0.056341,0.027593,0.007343,0.053303,0.090422,0.065651,0.040618,0.083603,0.07483,0.022015,0.091669,0.013351,0.0041753,0.022755,0.043874,0.032027,0.030216,0.032487,0.036677,0.13569,0.051028,0.096193,0.038645,0.083445,0.058234,0.048491,0.0215,0.12819,0.083343,0.086594,0.04641,3,Parallel
2.0392,0.9743,0.35108,0.39096,0.52822,0.68028,2.897,2.6951,2.2497,2.0714,1.9349,1.5746,1.9331,1.9988,0.31948,0.28752,0.11717,0.037806,0.12307,0.17969,0.11958,0.1122,0.050597,0.10698,0.08178,0.16171,0.17443,0.030091,0.12428,0.13902,0.076045,0.034977,0.19315,0.045751,0.13771,0.18332,0.10901,0.073511,0.1552,0.12019,0.17819,0.081603,0.14693,0.15319,0.088498,0.088385,0.057757,0.26858,3,Parallel
1.8459,0.93833,0.27541,0.08239,0.49866,0.26231,1.8704,1.557,1.2869,1.1857,1.4085,1.2133,1.016,1.1162,0.20373,0.27279,0.088581,0.11516,0.10081,0.065482,0.026318,0.12428,0.078924,0.079732,0.098187,0.052518,0.016161,0.16638,0.075994,0.087528,0.05591,0.073108,0.032692,0.1589,0.047086,0.022245,0.067661,0.030257,0.057004,0.055555,0.11379,0.057609,0.039138,0.012486,0.11214,0.082924,0.057427,0.086003,3,Parallel
2.1463,1.1014,0.26534,0.15544,0.52275,0.21131,1.6393,1.3164,0.88601,0.97032,0.95882,0.73867,0.97261,0.88062,0.22719,0.2028,0.083097,0.035508,0.095627,0.055331,0.058813,0.091289,0.063037,0.030586,0.0073316,0.078031,0.082993,0.047361,0.081403,0.053579,0.03931,0.13301,0.082532,0.050117,0.035398,0.05994,0.055533,0.10977,0.12141,0.11675,0.038165,0.061924,0.068331,0.048699,0.050535,0.079137,0.13444,0.095732,3,Parallel
1.9044,0.93617,0.286,0.26145,0.49846,0.78996,1.4303,1.2372,0.77591,0.60262,0.71425,0.76881,0.79794,0.71088,0.16839,0.21536,0.030985,0.035544,0.049975,0.019066,0.0080628,0.087053,0.12679,0.035287,0.037661,0.066414,0.10318,0.042937,0.048021,0.012273,0.052788,0.028329,0.022625,0.049516,0.05954,0.025408,0.043342,0.089839,0.0025753,0.056253,0.014855,0.044195,0.042021,0.081498,0.049486,0.0063346,0.091719,0.055154,3,Parallel
1.9983,0.98614,0.33248,0.10401,0.20129,0.25368,1.0913,0.7931,1.1753,0.78463,0.84168,0.80617,0.55194,0.69784,0.21744,0.19561,0.049873,0.045648,0.011825,0.080857,0.12915,0.095743,0.014929,0.057029,0.010513,0.069854,0.030262,0.074237,0.051047,0.060883,0.022214,0.062183,0.0081758,0.036058,0.068632,0.022413,0.066404,0.10936,0.059112,0.04733,0.011442,0.043815,0.046195,0.01434,0.040902,0.036063,0.034864,0.034056,3,Parallel
1.8584,0.88847,0.37381,0.15823,0.80662,0.38129,2.5001,1.9373,1.3561,1.6784,1.6303,1.4961,1.5262,1.3684,0.25251,0.30729,0.1711,0.12334,0.13098,0.15807,0.11093,0.06803,0.04132,0.12756,0.10577,0.10569,0.043151,0.096077,0.27935,0.074066,0.049349,0.057041,0.056821,0.11501,0.097765,0.011653,0.14679,0.077684,0.12438,0.033808,0.10499,0.18214,0.10738,0.04154,0.11945,0.10085,0.10754,0.11038,3,Parallel
2.051,1.0026,0.37158,0.28361,0.41208,0.40987,0.44894,0.66253,0.46192,0.24835,0.047625,0.040872,0.31317,0.2863,0.088886,0.09064,0.038166,0.071105,0.083271,0.11041,0.019065,0.064247,0.064833,0.014924,0.055272,0.056915,0.037554,0.0020259,0.012858,0.058909,0.070694,0.029879,0.0088232,0.060863,0.076823,0.075779,0.064766,0.031201,0.0090927,0.077616,0.035128,0.069596,0.029385,0.11541,0.01473,0.028774,0.074729,0.0094141,3,Parallel
1.7281,0.84565,0.26948,0.19119,0.29004,0.20589,1.0438,0.85985,0.77636,0.76371,0.66845,0.6907,0.52214,0.58727,0.19043,0.15413,0.042103,0.081063,0.045215,0.01738,0.070101,0.061401,0.051097,0.059428,0.04974,0.044121,0.061434,0.040538,0.027208,0.04872,0.039967,0.036984,0.051159,0.073193,0.079414,0.03885,0.097564,0.039978,0.04691,0.069751,0.0066526,0.092998,0.068027,0.069775,0.030337,0.030164,0.08298,0.076019,3,Parallel
1.9823,0.95562,0.37008,0.53445,0.35185,0.31762,0.4799,0.84302,0.50588,0.37322,0.17811,0.23463,0.28171,0.26117,0.0064383,0.034131,0.023012,0.12045,0.077061,0.025335,0.038139,0.06397,0.10435,0.047292,0.046896,0.041387,0.058123,0.038659,0.023983,0.033969,0.016988,0.056293,0.061868,0.016416,0.0033435,0.10268,0.00073456,0.05515,0.094186,0.055567,0.02399,0.018283,0.029087,0.072169,0.041079,0.14269,0.027604,0.06202,3,Parallel
1.7486,0.80842,0.44663,0.32037,1.8108,0.37997,3.5332,2.8706,2.0253,1.336,1.2527,1.2341,1.4057,1.3271,0.19925,0.17373,0.24468,0.23046,0.050724,0.12468,0.22384,0.083904,0.076071,0.10501,0.12076,0.21513,0.12732,0.037712,0.089562,0.1045,0.14517,0.12554,0.14059,0.18296,0.16245,0.105,0.062988,0.050686,0.1875,0.10492,0.15313,0.15648,0.2106,0.034685,0.12992,0.037017,0.10608,0.098451,3,Parallel
2.0701,1.0627,0.27913,0.193,0.50285,0.64085,1.6633,1.7916,1.3873,0.94468,0.79948,0.70108,0.83965,0.65187,0.083622,0.13799,0.11566,0.046117,0.054578,0.07342,0.051157,0.041014,0.020027,0.027354,0.06469,0.016642,0.042726,0.024995,0.050813,0.06155,0.027897,0.038959,0.041661,0.062162,0.050949,0.060294,0.03307,0.091759,0.059415,0.13353,0.037546,0.011666,0.066002,0.093681,0.050356,0.03497,0.1237,0.12536,3,Parallel
1.8702,0.87499,0.35759,0.40367,0.5491,0.22291,1.3034,1.3045,0.65084,0.72056,0.84226,0.95775,1.0585,1.0804,0.31935,0.2812,0.14526,0.055892,0.070557,0.083285,0.10867,0.014892,0.030726,0.0736,0.04299,0.036057,0.054133,0.077388,0.03786,0.06283,0.064873,0.10563,0.052972,0.029118,0.046282,0.046762,0.098157,0.044759,0.033508,0.075082,0.063574,0.012809,0.065059,0.032437,0.034903,0.14396,0.011605,0.044878,3,Parallel
1.9619,0.97436,0.32232,0.43873,0.56854,0.52713,1.8139,1.9424,1.0892,0.75807,0.80526,0.75291,0.71721,0.71878,0.18925,0.32097,0.14167,0.084291,0.089745,0.11536,0.058589,0.10656,0.092482,0.067193,0.028056,0.075419,0.048478,0.031024,0.13992,0.16501,0.029228,0.058658,0.025881,0.050265,0.047249,0.10114,0.0051558,0.041908,0.061891,0.10713,0.062285,0.083373,0.038224,0.037729,0.05188,0.0925,0.028836,0.070537,3,Parallel
1.665,0.79088,0.32745,0.81788,1.1145,0.59967,2.6194,2.5261,1.2924,0.91245,0.92489,0.90822,0.89947,0.92075,0.3194,0.29436,0.12002,0.088215,0.10037,0.11048,0.057076,0.15296,0.13335,0.032227,0.043275,0.1234,0.079713,0.055415,0.15176,0.14906,0.1358,0.14974,0.090703,0.03996,0.077031,0.11257,0.094925,0.088278,0.045211,0.051044,0.068475,0.054781,0.049259,0.099093,0.089057,0.11679,0.062317,0.062747,3,Parallel
1.9738,0.95409,0.36969,0.25828,0.3586,0.46553,1.565,1.3455,1.1577,0.8765,0.8165,0.75281,0.80981,0.95326,0.24293,0.23679,0.059484,0.030297,0.13069,0.070822,0.10421,0.036216,0.059083,0.036843,0.036357,0.041904,0.080423,0.042744,0.063678,0.075086,0.063188,0.035801,0.038172,0.04442,0.062526,0.018345,0.044471,0.10291,0.073899,0.017435,0.058229,0.056846,0.016661,0.080834,0.10076,0.023954,0.058304,0.04514,3,Parallel
1.9824,0.97859,0.33416,0.30584,0.45445,0.2745,0.49475,0.27096,0.78118,0.57093,0.31102,0.23251,0.24472,0.10788,0.13639,0.13092,0.063464,0.073214,0.05044,0.07106,0.037443,0.094213,0.032255,0.024551,0.025881,0.060833,0.048976,0.05417,0.0065774,0.034826,0.079724,0.042993,0.051964,0.036952,0.042112,0.037558,0.01847,0.046487,0.052468,0.047036,0.032169,0.063067,0.018767,0.018601,0.011697,0.035263,0.080327,0.0067897,3,Parallel
